"PRODUCT NAME","CODE EA","RATTANA UNIT EA","CODE PA","RATTANA UNIT PA","CODE BP","RATTANA UNIT BP","CODE CS","RATTANA UNIT CS","UNIT EA","UNIT PA","UNIT BP","UNIT CS","QTY EA","QTY PA","QTY BP","QTY CS","CS PALLET","CS LAYER","NUMBER OF LAYERS","PRICE CC00 EA","PRICE CC00 PA","PRICE CC00 BP","PRICE CC00 CS","PRICE CC01 EA","PRICE CC01 PA","PRICE CC01 BP","PRICE CC01 CS","PRICE CC02 EA","PRICE CC02 PA","PRICE CC02 BP","PRICE CC02 CS","PRICE CC03 EA","PRICE CC03 PA","PRICE CC03 BP","PRICE CC03 CS","PRICE S00 EA","PRICE S00 PA","PRICE S00 BP","PRICE S00 CS","PRICE S01 EA","PRICE S01 PA","PRICE S01 BP","PRICE S01 CS","PRICE S02 EA","PRICE S02 PA","PRICE S02 BP","PRICE S02 CS","PRICE S03 EA","PRICE S03 PA","PRICE S03 BP","PRICE S03 CS","CAT BU","CAT TYPE","CAT GROUP","CAT BRAND","CAT SIZE","CAT VENDOR","VENDOR CODE","VENDOR NAME","SKU LIFE (DAYS)","UNIT VALUE","DESCRIPTION","FIRST STOCK DATE","SHORT NAME","STOCK W1","STOCK W2","STOCK W3","STOCK W4","STOCK C4","STOCK E1","STOCK EW2","STOCK EW3","STOCK EW4","STOCK V1","STOCK V2","STOCK V3","STOCK V4","STOCK SM","STOCK SD","STOCK HW1","STOCK HW4","STOCK PROMO1","AVERAGE 60D_W1","AVERAGE 60D_W2","AVERAGE 60D_W3","AVERAGE 60D_W4","AVERAGE 60D_C4","RANK W1","RANK W2","RANK W3","RANK W4","RANK C4","IB W1","IB W2","IB W3","IB W4","IB C4","SKU_USAGE","SKU_LEAD_TIME","OR W1","OR REF W1","OR_CS.EA W1","OR W2","OR REF W2","OR_CS.EA W2","OR W3","OR REF W3","OR_CS.EA W3","OR W4","OR REF W4","OR_CS.EA W4","OR C4","OR REF C4","OR_CS.EA C4","SELL 7D W1","SELL 7D W2","SELL 7D W3","SELL 7D W4","SELL 7D C4","AGENT","GOODS_WEIGHT","VAT STATUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ถุงบีบครีม Master L","","","","","","","5668882202087","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","52","","","","53","","","","54","","","","55","","","","52","","","","53","","","","54","","","","55","Bplus FMCG","พลาสติก","บรรจุภัณฑ์พลาสติก","ไม่กำหนดยี่ห้อ","ไม่กำหนดขนาด","บจก.กล-สรา ค้าส่ง","CR06800003","บจก. กล-สรา ค้าส่ง","365","1","","2026/03/13","","","","","","10.0","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","2026/03/13 VOLUME 20.0 FREE 0.0 VALUE 51.00","https://drive.google.com/uc?export=download&id=1QxVDyoCOmR1-iR-b1CGy-jYkRNO83MpB","7","","","","","","","","","","","","","","","","0","0","0","0","2","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ถุงบีบครีม Master M","","","","","","","5668882202070","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","42","","","","43","","","","44","","","","45","","","","42","","","","43","","","","44","","","","45","Bplus FMCG","พลาสติก","บรรจุภัณฑ์พลาสติก","ไม่กำหนดยี่ห้อ","ไม่กำหนดขนาด","บจก.กล-สรา ค้าส่ง","CR06800003","บจก. กล-สรา ค้าส่ง","365","1","","2026/03/13","","","","","","16.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/13 VOLUME 20.0 FREE 0.0 VALUE 40.00","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ถุงบีบครีม Master S","","","","","","","5668882202063","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","36","","","","37","","","","38","","","","39","","","","36","","","","37","","","","38","","","","39","Bplus FMCG","พลาสติก","บรรจุภัณฑ์พลาสติก","ไม่กำหนดยี่ห้อ","ไม่กำหนดขนาด","บจก.กล-สรา ค้าส่ง","CR06800003","บจก. กล-สรา ค้าส่ง","365","1","","2026/03/13","","","","","","13.0","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","2026/03/13 VOLUME 20.0 FREE 0.0 VALUE 34.00","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"บ๊วยแช่อิ่มรวมรส 1กก.","","","","","","","8859007201819","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","92","","","","93","","","","94","","","","95","","","","92","","","","93","","","","94","","","","95","Bplus FMCG","อาหารสำเร็จรูป","ขนมขบเคี้ยว","ไม่กำหนดยี่ห้อ","ไม่กำหนดขนาด","บจก. กล-สรา ค้าส่ง","CR06800003","บจก. กล-สรา ค้าส่ง","365","1","","2026/03/10","","","","","","0.0","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","2026/06/02 VOLUME 24.0 FREE 0.0 VALUE 80.00","https://drive.google.com/uc?export=download&id=1ah8_J3gLtoZpSqvxfJ5jEmQWD_PKaMW6","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"บีเค ผงกล้วยหอม 100ก.","","","","","","","8859675800321","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","119","","","","120","","","","121","","","","122","","","","119","","","","120","","","","121","","","","122","Bplus FMCG","วัตถุดิบทำอาหาร","วัตถุดิบทำอาหาร","บีเค","ไม่กำหนดขนาด","บจก. กล-สรา ค้าส่ง","CR06800003","บจก. กล-สรา ค้าส่ง","365","1","","2026/03/10","","","","","","5.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 5.0 FREE 0.0 VALUE 116.00","https://drive.google.com/uc?export=download&id=1jEMYZuAqTtPa4X8ZEZjPy4pQJ-XUSXF3","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"บีเค ผงทุเรียนหมอนทอง 100ก.","","","","","","","8859675800086","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","131","","","","132","","","","133","","","","134","","","","131","","","","132","","","","133","","","","134","Bplus FMCG","วัตถุดิบทำอาหาร","วัตถุดิบทำอาหาร","บีเค","ไม่กำหนดขนาด","บจก. กล-สรา ค้าส่ง","CR06800003","บจก. กล-สรา ค้าส่ง","365","1","","2026/03/10","","","","","","4.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/10 VOLUME 5.0 FREE 0.0 VALUE 127.01","https://drive.google.com/uc?export=download&id=1ddzrfjOPY1Uxnsy_nchP5TZaOiIeKaoj","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"บีเค ผงสตรอเบอร์รี่ 100ก.","","","","","","","8859675800116","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","97","","","","98","","","","99","","","","100","","","","97","","","","98","","","","99","","","","100","Bplus FMCG","วัตถุดิบทำอาหาร","วัตถุดิบทำอาหาร","บีเค","ไม่กำหนดขนาด","บจก. กล-สรา ค้าส่ง","CR06800003","บจก. กล-สรา ค้าส่ง","365","1","","2026/03/10","","","","","","5.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 5.0 FREE 0.0 VALUE 95.02","https://drive.google.com/uc?export=download&id=18gglQN8WvqjayVWNb6FuTnYunsWUHQDY","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"บีเค ผงอัญชัน 100ก.","","","","","","","8859675800222","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","119","","","","120","","","","121","","","","122","","","","119","","","","120","","","","121","","","","122","Bplus FMCG","วัตถุดิบทำอาหาร","วัตถุดิบทำอาหาร","บีเค","ไม่กำหนดขนาด","บจก. กล-สรา ค้าส่ง","CR06800003","บจก. กล-สรา ค้าส่ง","365","1","","2026/03/10","","","","","","3.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/10 VOLUME 4.0 FREE 0.0 VALUE 116.00","https://drive.google.com/uc?export=download&id=1JAQ38y06_hoHh-wAutrNUQZstvjE0tH1","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"เบสท์ฟู้ดส์ ผงฟู 1000ก.","8850144202837","EA","","","","","18850144204104","CS","ชิ้นx1(EA)","","","ลังx18(CS)","1","","","18","0","0","0","135","","","2327","136","","","2350","137","","","2373","138","","","2384","135","","","2327","136","","","2350","137","","","2373","138","","","2384","Bplus FMCG","วัตถุดิบทำอาหาร","วัตถุดิบทำอาหาร","เบสท์ฟู้ดส์","ไม่กำหนดขนาด","บจก. กล-สรา ค้าส่ง","CR06800003","บจก. กล-สรา ค้าส่ง","365","1","","2026/03/10","","","","","4.0","3.13","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","2026/03/10 VOLUME 5.0 FREE 0.0 VALUE 2270.00","2026/03/10 VOLUME 5.0 FREE 0.0 VALUE 2270.00","https://drive.google.com/uc?export=download&id=1JT7f686hTi_bMcv-TiRJ_SHKpsmptXf5","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"เบสท์โอเดอร์ สีผสมอาหาร สีเหลืองไข่ 30มล.","","","","","","","8850297211007","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","","","","","","","","","","","","","17","","","","","","","","","","","","","","","","","Bplus FMCG","วัตถุดิบทำอาหาร","วัตถุดิบทำอาหาร","เบสท์ โอเดอร์","ไม่กำหนดขนาด","บจก.กล-สรา ค้าส่ง","CR06900071","บจก. กล-สรา ค้าส่ง","365","0","","2026/03/13","","","","","","5.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/02/28 VOLUME 12.0 FREE 0.0 VALUE 10.00","https://drive.google.com/uc?export=download&id=14fDBh6Ws5MXnCYHWIJ9z_zCJscp2C-vA","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ใบเตยอบแห้ง 50ก.","","","","","","","6523154621562","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","14","","","","14","","","","14","","","","15","","","","14","","","","14","","","","14","","","","15","Bplus FMCG","วัตถุดิบทำอาหาร","วัตถุดิบทำอาหาร","ไม่กำหนดยี่ห้อ","ไม่กำหนดขนาด","บจก.กล-สรา ค้าส่ง","CR06900071","บจก. กล-สรา ค้าส่ง","365","1","","2026/03/19","","","","","","7.0","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","2026/06/02 VOLUME 12.0 FREE 0.0 VALUE 13.00","https://drive.google.com/uc?export=download&id=1G_38UY8yIW_b5Z8ys-QHmj0THoDMpM4P","7","","","","","","","","","","","","","","","","0","0","0","0","1","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ใบไม้ทอง ไขมันพืชผสมเนยขาว 1000ก.","8850581124020","EA","","","","","18850581124027","CS","ชิ้นx1(EA)","","","ลังx15(CS)","1","","","15","0","0","0","67","","","974","68","","","984","69","","","993","70","","","998","67","","","974","68","","","984","69","","","993","70","","","998","Bplus FMCG","วัตถุดิบทำอาหาร","วัตถุดิบทำอาหาร","ใบไม้ทอง","ไม่กำหนดขนาด","บจก. กล-สรา ค้าส่ง","CR06800003","บจก. กล-สรา ค้าส่ง","365","1","","2026/03/10","","","","","3.14","4.2","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","2026/03/10 VOLUME 5.0 FREE 0.0 VALUE 950.04","https://drive.google.com/uc?export=download&id=1cmhd2Jr9qf8etaWu_kfg3JPwBGDa3MHe","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ปีโป้กรอบ 1กก.","12345678900","EA","","","","","12345678990","CS","ชิ้นx1(EA)","","","ลังx10(CS)","1","","","10","0","0","0","155","","","1481","156","","","1496","157","","","1510","158","","","1517","155","","","1481","156","","","1496","157","","","1510","158","","","1517","Bplus FMCG","อาหารสำเร็จรูป","ขนมขบเคี้ยว","ไม่กำหนดยี่ห้อ","ไม่กำหนดขนาด","บจก. กล-สรา ค้าส่ง","CR06800003","บจก. กล-สรา ค้าส่ง","365","1","","2026/03/10","","","","","","2.8","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 3.0 FREE 0.0 VALUE 1349.97","https://drive.google.com/uc?export=download&id=1hX5WrOLTqGWM3xIG7ooLj_FY8ZZ-qDsN","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"พ่อครัว ข้าวโพดมัชรูม 1กก.","8858855510012","EA","","","","","8858855621123","CS","ชิ้นx1(EA)","","","ลังx10(CS)","1","","","10","0","0","0","48","","","470","50","","","475","52","","","480","55","","","485","48","","","470","50","","","475","52","","","480","55","","","485","Bplus FMCG","วัตถุดิบทำอาหาร","แป้งทำอาหาร","พ่อครัว","ไม่กำหนดขนาด","บจก.กล-สรา ค้าส่ง","CR06800003","บจก. กล-สรา ค้าส่ง","365","1","","2026/03/10","","","","","","4.0","","","","","","","","","","","","","","0","0","0","0","0.2","","","","","F","","","","","2026/03/10 VOLUME 5.0 FREE 0.0 VALUE 437.00","https://drive.google.com/uc?export=download&id=1H041bb2heBAROjbUztXI70JFBjvVOwzp","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
